uf,cnae,atividades,unidades,pessoal_ocp_total,pessoal_ocp_assal,pessoal_assal_medio,salarios_outras_rem,salario_medio_mensal_min,salario_medio_mensal
  Centro-Oeste,06,Extração de petróleo e gás natural,-,-,-,-,-,-,-
  Centro-Oeste,07,Extração de minerais metálicos,224,4036,3762,3792.2,204326.323,4.152974,4144.66786075061
  Centro-Oeste,08,Extração de minerais não-metálicos,987,9001,7842,8159.34,275792.192,2.605272,2600.06127946623
  Centro-Oeste,09,Atividades de apoio à extração de minerais,54,,,,,,
  Centro-Oeste,C,Indústrias de transformação,30551,478288,442212,459177.43,13787426.532,2.314349,2309.71995224658
  Centro-Oeste,10,Fabricação de produtos alimentícios,5702,193357,186860,193444.07,5266946.286,2.0986,2094.40234744695
  Centro-Oeste,11,Fabricação de bebidas,308,10963,10616,10967.79,414752.745,2.914716,2908.88659499246
  Centro-Oeste,12,Fabricação de produtos do fumo,13,,,,,,
  Centro-Oeste,13,Fabricação de produtos têxteis,656,,,,,,
  Centro-Oeste,14,Confecção de artigos do vestuário e acessórios,4165,30864,26252,27615.18,459802.749,1.283364,1280.7970916999
  Centro-Oeste,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",431,9154,8652,9391.98,209989.614,1.723323,1719.87666400155
  Centro-Oeste,16,Fabricação de produtos de madeira,1567,15047,13059,13745.85,317985.923,1.783045,1779.47930578208
  Centro-Oeste,17,"Fabricação de celulose, papel e produtos de papel",229,10234,9988,10463.66,489780.428,3.607812,3600.59649668104
  Centro-Oeste,18,Impressão e reprodução de gravações,1746,8323,6191,6389.17,147192.824,1.775695,1772.1433180017
  Centro-Oeste,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",159,42190,42037,46174.07,1964058.434,3.278554,3271.99698878613
  Centro-Oeste,20,Fabricação de produtos químicos,833,14469,13538,13893.71,568445.095,3.153526,3147.21883278338
  Centro-Oeste,21,Fabricação de produtos farmoquímicos e farmacêuticos,86,13768,13691,14116.4,665001.019,3.630985,3623.72308368008
  Centro-Oeste,22,Fabricação de produtos de borracha e de material plástico,867,13194,12143,12125.43,326825.995,2.077522,2073.36656546169
  Centro-Oeste,23,Fabricação de produtos de minerais não-metálicos,2722,,,,,,
  Centro-Oeste,24,Metalurgia,167,7315,7150,7243.29,387911.469,4.12784,4119.58430067425
  Centro-Oeste,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",3268,22976,19055,19362.05,519909.762,2.069678,2065.53844326322
  Centro-Oeste,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",125,619,473,523.09,12913.109,1.902745,1898.93914416845
  Centro-Oeste,27,"Fabricação de máquinas, aparelhos e materiais elétricos",207,3918,3653,3926.4,126820.773,2.489556,2484.57724045514
  Centro-Oeste,28,Fabricação de máquinas e equipamentos,617,5604,4822,4906.59,185639.787,2.916201,2910.36822220414
  Centro-Oeste,29,"Fabricação de veículos automotores, reboques e carrocerias",546,6689,5999,6062.41,259377.827,3.297719,3291.12358591081
  Centro-Oeste,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",71,,,,,,
  Centro-Oeste,31,Fabricação de móveis,1867,12811,10551,10986.6,263412.251,1.847986,1844.29039431251
  Centro-Oeste,32,Fabricação de produtos diversos,1218,8293,6893,7041.71,160193.402,1.753447,1749.93991297787
  Centro-Oeste,33,"Manutenção, reparação e instalação de máquinas e equipamentos",2981,16610,13019,12544.67,350374.944,2.152781,2148.47570874569
  Centro-Oeste,D,Eletricidade e gás,718,,,,,,
  Centro-Oeste,35,"Eletricidade, gás e outras utilidades",718,,,,,,
  Centro-Oeste,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",1280,33876,32433,33955.05,1745096.005,3.96133,3953.40764424641
  Centro-Oeste,36,"Captação, tratamento e distribuição de água",122,13664,13600,13556.02,1182510.022,6.723551,6710.10439528825
  Centro-Oeste,37,Esgoto e atividades relacionadas,189,1090,867,907.59,26483.195,2.24909,2244.59155142063
  Centro-Oeste,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",954,18559,17421,18949,531867.065,2.16343,2159.10344365645
  Centro-Oeste,39,Descontaminação e outros serviços de gestão de resíduos,15,563,545,542.44,4235.723,0.601869,600.665227774217
  Centro-Oeste,F,Construção,24448,189667,157505,162369.32,4372180.059,2.075488,2071.33677101068
  Centro-Oeste,41,Construção de edifícios,13760,,,,,,
  Centro-Oeste,42,Obras de infraestrutura,2378,53166,50327,52918.11,1757999.829,2.560593,2555.47214511106
  Centro-Oeste,43,Serviços especializados para construção,8310,,,,,,
  Centro-Oeste,G,Comércio; reparação de veículos automotores e motocicletas,178136,978432,777134,785729.7,19020153.776,1.865808,1862.07642653701
  Centro-Oeste,45,Comércio e reparação de veículos automotores e motocicletas,26894,139855,108348,109227.48,2891888.217,2.040684,2036.60232543341
  Centro-Oeste,46,"Comércio por atacado, exceto veículos automotores e motocicletas",28164,165909,134457,137330.42,4822453.614,2.706621,2701.20757154673
  Centro-Oeste,47,Comércio varejista,123078,672668,534329,539171.8,11305811.945,1.616221,1612.98836831429
  Centro-Oeste,H,"Transporte, armazenagem e correio",23796,205018,180216,190272.42,6319226.468,2.559848,2554.72833998909
  Centro-Oeste,49,Transporte terrestre,19028,151068,130449,135977.84,3821936.735,2.166414,2162.08121456804
  Centro-Oeste,50,Transporte aquaviário,90,,,,,,
  Centro-Oeste,51,Transporte aéreo,119,,,,,,
  Centro-Oeste,52,Armazenamento e atividades auxiliares dos transportes,3185,31272,27999,30212.39,1175885.617,2.999895,2993.89554316063
  Centro-Oeste,53,Correio e outras atividades de entrega,1374,17150,16393,18502.34,953723.487,3.973031,3965.08469490054
  Centro-Oeste,I,Alojamento e alimentação,26180,190184,160255,161727.11,3022744.114,1.440604,1437.72295195283
  Centro-Oeste,55,Alojamento,3897,36277,31426,31694.63,676433.594,1.644999,1641.70881264793
  Centro-Oeste,56,Alimentação,22283,153907,128829,130032.48,2346310.52,1.390784,1388.00263299896
  Centro-Oeste,J,Informação e comunicação,10702,85653,72712,73788.41,3799212.331,3.968547,3960.60983540119
  Centro-Oeste,58,Edição e edição integrada à impressão,932,4594,3437,3585.39,175038.061,3.762896,3755.37005200807
  Centro-Oeste,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",876,3130,2107,2200.18,48120.975,1.685785,1682.41392137846
  Centro-Oeste,60,Atividades de rádio e de televisão,799,8776,7916,8194.6,486188.825,4.573022,4563.87625809867
  Centro-Oeste,61,Telecomunicações,2072,19019,16930,17249.56,624963.369,2.792561,2786.97574359533
  Centro-Oeste,62,Atividades dos serviços de tecnologia da informação,4104,39874,34446,34504.69,1951556.457,4.359424,4350.70500449471
  Centro-Oeste,63,Atividades de prestação de serviços de informação,1919,10260,7876,8053.99,513344.644,4.912743,4902.91762697266
  Centro-Oeste,K,"Atividades financeiras, de seguros e serviços relacionados",12530,113814,99374,99339.56,9220323.735,7.154018,7139.7102214171
  Centro-Oeste,64,Atividades de serviços financeiros,8454,87705,78494,78661.21,8103168.092,7.939997,7924.11688634765
  Centro-Oeste,65,"Seguros, resseguros, previdência complementar e planos de saúde",399,12191,11777,11697.6,764835.056,5.039612,5029.53305346001
  Centro-Oeste,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",3677,13918,9103,8980.75,352320.587,3.023789,3017.74168253037
  Centro-Oeste,L,Atividades imobiliárias,9351,,,,,,
  Centro-Oeste,68,Atividades imobiliárias,9351,,,,,,
  Centro-Oeste,M,"Atividades profissionais, científicas e técnicas",32002,123452,82836,81819.29,3411158.409,3.213455,3207.02857104123
  Centro-Oeste,69,"Atividades jurídicas, de contabilidade e de auditoria",13673,52487,34911,34772.68,903088.68,2.001789,1997.78561790463
  Centro-Oeste,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,3374,11217,6815,6593.1,498658.401,5.829611,5817.95187976241
  Centro-Oeste,71,Serviços de arquitetura e engenharia; testes e análises técnicas,6015,21386,13487,13328.3,404840.759,2.341184,2336.50179288835
  Centro-Oeste,72,Pesquisa e desenvolvimento científico,226,4636,4442,4754.58,834124.312,13.522118,13495.0739319529
  Centro-Oeste,73,Publicidade e pesquisa de mercado,3911,12989,8470,8288.66,217181.585,2.019597,2015.55809614953
  Centro-Oeste,74,"Outras atividades profissionais, científicas e técnicas",3845,17772,12981,12406.69,522468.072,3.245861,3239.36937993193
  Centro-Oeste,75,Atividades veterinárias,958,2965,1730,1675.28,30796.6,1.416907,1414.07360606539
  Centro-Oeste,N,Atividades administrativas e serviços complementares,36098,393040,357369,357082.71,8162054.257,1.761801,1758.27703184379
  Centro-Oeste,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,4262,19725,14687,14763.12,381549.004,1.992041,1988.05695439822
  Centro-Oeste,78,"Seleção, agenciamento e locação de mão-de-obra",416,27851,27427,28812.36,516253.668,1.381053,1378.2911436406
  Centro-Oeste,79,"Agências de viagens, operadores turísticos e serviços de reservas",1845,7824,5553,5757.09,165702.308,2.21846,2214.02329729349
  Centro-Oeste,80,"Atividades de vigilância, segurança e investigação",1101,60020,58858,60619.83,1904721.456,2.421826,2416.98195255452
  Centro-Oeste,81,Serviços para edifícios e atividades paisagísticas,13242,149964,141049,141496.07,2637141.826,1.436532,1433.65864181572
  Centro-Oeste,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",15232,127656,109795,105634.24,2556685.995,1.865515,1861.78414746524
  Centro-Oeste,O,"Administração pública, defesa e seguridade social",2467,903800,903773,925314.28,77302226.276,6.439154,6426.27616008892
  Centro-Oeste,84,"Administração pública, defesa e seguridade social",2467,903800,903773,925314.28,77302226.276,6.439154,6426.27616008892
  Centro-Oeste,P,Educação,15794,335993,320778,363716.73,19610182.629,4.155703,4147.39125925319
  Centro-Oeste,85,Educação,15794,335993,320778,363716.73,19610182.629,4.155703,4147.39125925319
  Centro-Oeste,Q,Saúde humana e serviços sociais,27147,317171,278727,274027.17,12640062.982,3.555345,3548.23405677956
  Centro-Oeste,86,Atividades de atenção à saúde humana,25556,290041,252646,246888.01,11948385.873,3.730228,3722.76728066051
  Centro-Oeste,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",900,9579,8852,8782.28,202493.365,1.777173,1773.61831919589
  Centro-Oeste,88,Serviços de assistência social sem alojamento,691,17551,17229,18356.88,489183.744,2.053994,2049.88640603582
  Centro-Oeste,R,"Artes, cultura, esporte e recreação",5590,28134,22175,21816.9,573943.322,2.027692,2023.6370111103
  Centro-Oeste,90,"Atividades artísticas, criativas e de espetáculos",823,2426,1491,1546.48,47846.17,2.384674,2379.90443806879
  Centro-Oeste,91,Atividades ligadas ao patrimônio cultural e ambiental,67,,,,,,
  Centro-Oeste,92,Atividades de exploração de jogos de azar e apostas,2,,,,,,
  Centro-Oeste,93,Atividades esportivas e de recreação e lazer,4698,24219,19241,18961.14,428101.012,1.740235,1736.75459792624
  Centro-Oeste,S,Outras atividades de serviços,23548,92546,75373,76474.37,2646105.23,2.666965,2661.631029505
  Centro-Oeste,94,Atividades de organizações associativas,14951,55222,48255,49140.44,2054837.032,3.223031,3216.58469230074
  Centro-Oeste,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,3081,13189,9481,9540.27,254075.859,2.052716,2048.61045296976
  Centro-Oeste,96,Outras atividades de serviços pessoais,5516,24135,17637,17793.66,337192.339,1.460624,1457.70303752962
  Centro-Oeste,U,Organismos internacionais e outras instituições extraterritoriais,126,,,,,,
  Centro-Oeste,99,Organismos internacionais e outras instituições extraterritoriais,126,,,,,,
    Mato Grosso do Sul,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",2908,22539,19064,20006.76,610769.124,2.353024,2348.31828380469
    Mato Grosso do Sul,01,"Agricultura, pecuária e serviços relacionados",2502,16582,13481,14531.44,438351.942,2.325093,2320.44313253512
    Mato Grosso do Sul,02,Produção florestal,376,5709,5372,5248.64,166616.337,2.446791,2441.89757874274
    Mato Grosso do Sul,03,Pesca e aquicultura,30,248,211,226.68,5800.845,1.972442,1968.49676263387
    Mato Grosso do Sul,B,Indústrias extrativas,170,2577,2399,2593.52,105948.83,3.14871,3142.41262839693
    Mato Grosso do Sul,05,Extração de carvão mineral,1,,,,,,
    Mato Grosso do Sul,06,Extração de petróleo e gás natural,-,-,-,-,-,-,-
    Mato Grosso do Sul,07,Extração de minerais metálicos,14,,,,,,
    Mato Grosso do Sul,08,Extração de minerais não-metálicos,150,1521,1355,1396.53,36555.713,2.017582,2013.54637786293
    Mato Grosso do Sul,09,Atividades de apoio à extração de minerais,5,,,,,,
    Mato Grosso do Sul,C,Indústrias de transformação,4245,94153,89282,93212.99,2875439.752,2.377683,2372.92756332319
    Mato Grosso do Sul,10,Fabricação de produtos alimentícios,931,41316,40242,40881.53,1078950.573,2.034232,2030.16369306816
    Mato Grosso do Sul,11,Fabricação de bebidas,39,938,897,931.46,28506.747,2.3589,2354.18235061913
    Mato Grosso do Sul,12,Fabricação de produtos do fumo,2,,,,,,
    Mato Grosso do Sul,13,Fabricação de produtos têxteis,67,1096,1017,1075.04,25965.58,1.861656,1857.93301429929
    Mato Grosso do Sul,14,Confecção de artigos do vestuário e acessórios,278,3642,3340,3549.16,56458.333,1.226108,1223.65536980798
    Mato Grosso do Sul,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",57,3050,2986,3287.73,69037.684,1.618513,1615.27591284049
    Mato Grosso do Sul,16,Fabricação de produtos de madeira,164,1542,1369,1403.01,39712.166,2.181669,2177.30593509669
    Mato Grosso do Sul,17,"Fabricação de celulose, papel e produtos de papel",45,5641,5614,6076.8,348296.116,4.417736,4408.90088913193
    Mato Grosso do Sul,18,Impressão e reprodução de gravações,254,950,631,654.52,13168.19,1.550705,1547.60388117658
    Mato Grosso do Sul,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",36,15568,15541,17296.65,718186.93,3.20038,3193.97967014066
    Mato Grosso do Sul,20,Fabricação de produtos químicos,113,1235,1123,1083.84,42926.489,3.052715,3046.60984590402
    Mato Grosso do Sul,21,Fabricação de produtos farmoquímicos e farmacêuticos,3,,,,,,
    Mato Grosso do Sul,22,Fabricação de produtos de borracha e de material plástico,115,2379,2252,2223.01,71619.816,2.483235,2478.26893058718
    Mato Grosso do Sul,23,Fabricação de produtos de minerais não-metálicos,455,3843,3265,3413.69,79952.965,1.805247,1801.63637498516
    Mato Grosso do Sul,24,Metalurgia,38,1202,1177,1139.84,41367.179,2.797294,2791.6994422969
    Mato Grosso do Sul,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",574,3680,3019,3130.65,67885.519,1.671355,1668.01239359238
    Mato Grosso do Sul,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",9,,,,,,
    Mato Grosso do Sul,27,"Fabricação de máquinas, aparelhos e materiais elétricos",27,1390,1364,1493.26,45395.232,2.343154,2338.46813219193
    Mato Grosso do Sul,28,Fabricação de máquinas e equipamentos,84,704,600,635.37,20769.485,2.519562,2514.52333649321
    Mato Grosso do Sul,29,"Fabricação de veículos automotores, reboques e carrocerias",81,474,369,369.57,8702.624,1.815012,1811.38245903243
    Mato Grosso do Sul,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",6,,,,,,
    Mato Grosso do Sul,31,Fabricação de móveis,241,1353,1068,1070.47,26115.3,1.880384,1876.62356793673
    Mato Grosso do Sul,32,Fabricação de produtos diversos,152,1317,1140,1242.99,33674.983,2.08817,2083.99368272658
    Mato Grosso do Sul,33,"Manutenção, reparação e instalação de máquinas e equipamentos",474,2554,2016,2001.76,51052.775,1.965773,1961.84184840417
    Mato Grosso do Sul,D,Eletricidade e gás,200,,,,,,
    Mato Grosso do Sul,35,"Eletricidade, gás e outras utilidades",200,,,,,,
    Mato Grosso do Sul,E,"Água, esgoto, atividades de gestão de resíduos e descontaminação",231,5406,5141,5233.49,198459.383,2.922849,2917.00306766907
    Mato Grosso do Sul,36,"Captação, tratamento e distribuição de água",13,,,,,,
    Mato Grosso do Sul,37,Esgoto e atividades relacionadas,34,,,,,,
    Mato Grosso do Sul,38,"Coleta, tratamento e disposição de resíduos; recuperação de materiais",184,2847,2625,2723.42,71457.088,2.022352,2018.30752396732
    Mato Grosso do Sul,39,Descontaminação e outros serviços de gestão de resíduos,-,-,-,-,-,-,-
    Mato Grosso do Sul,F,Construção,3385,24012,19706,20781.9,489079.781,1.81393,1810.30231188605
    Mato Grosso do Sul,41,Construção de edifícios,1610,,,,,,
    Mato Grosso do Sul,42,Obras de infraestrutura,382,7437,7037,7246.12,186254.404,1.981195,1977.23220787868
    Mato Grosso do Sul,43,Serviços especializados para construção,1393,,,,,,
    Mato Grosso do Sul,G,Comércio; reparação de veículos automotores e motocicletas,28342,158553,125832,127462.01,3030708.001,1.832692,1829.02642671575
    Mato Grosso do Sul,45,Comércio e reparação de veículos automotores e motocicletas,4637,23767,18232,18197.02,470070.859,1.991082,1987.09991230179
    Mato Grosso do Sul,46,"Comércio por atacado, exceto veículos automotores e motocicletas",3938,23545,19154,19455.99,670886.879,2.657799,2652.48301422852
    Mato Grosso do Sul,47,Comércio varejista,19767,111241,88446,89809,1889750.263,1.62185,1618.60620701883
    Mato Grosso do Sul,H,"Transporte, armazenagem e correio",5046,34996,29808,31798.23,906673.954,2.19773,2193.33435564471
    Mato Grosso do Sul,49,Transporte terrestre,4174,27679,23325,24767.06,690681.242,2.14946,2145.16080260202
    Mato Grosso do Sul,50,Transporte aquaviário,36,306,275,357.71,12826.828,2.763849,2758.32120131692
    Mato Grosso do Sul,51,Transporte aéreo,20,277,269,266.91,11033.244,3.186137,3179.7650028964
    Mato Grosso do Sul,52,Armazenamento e atividades auxiliares dos transportes,581,4488,3831,4012.28,106205.091,2.040235,2036.15460152716
    Mato Grosso do Sul,53,Correio e outras atividades de entrega,235,2246,2108,2394.27,85927.549,2.766212,2760.67923063751
    Mato Grosso do Sul,I,Alojamento e alimentação,4096,26430,21622,21699.88,388832.547,1.38112,1378.35766479247
    Mato Grosso do Sul,55,Alojamento,814,,,,,,
    Mato Grosso do Sul,56,Alimentação,3282,,,,,,
    Mato Grosso do Sul,J,Informação e comunicação,1482,9750,7990,8025.93,235110.848,2.257893,2253.37747104122
    Mato Grosso do Sul,58,Edição e edição integrada à impressão,188,,,,,,
    Mato Grosso do Sul,59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",99,415,310,305.46,6003.137,1.514782,1511.75201083863
    Mato Grosso do Sul,60,Atividades de rádio e de televisão,157,1536,1367,1379.18,40268.574,2.250461,2245.95963933976
    Mato Grosso do Sul,61,Telecomunicações,387,3099,2675,2736.85,71116.27,2.00283,1998.82430812515
    Mato Grosso do Sul,62,Atividades dos serviços de tecnologia da informação,384,,,,,,
    Mato Grosso do Sul,63,Atividades de prestação de serviços de informação,267,825,490,479.05,12383.995,1.992535,1988.55025571443
    Mato Grosso do Sul,K,"Atividades financeiras, de seguros e serviços relacionados",1522,10587,9117,9103.18,576986.432,4.885383,4875.61178536596
    Mato Grosso do Sul,64,Atividades de serviços financeiros,927,7317,6605,6595.81,492216.887,5.751942,5740.43786305828
    Mato Grosso do Sul,65,"Seguros, resseguros, previdência complementar e planos de saúde",75,1880,1817,1797.88,69001.4,2.958171,2952.25487796738
    Mato Grosso do Sul,66,"Atividades auxiliares dos serviços financeiros, seguros, previdência complementar e planos de saúde",520,1390,695,709.49,15768.145,1.713012,1709.5860840452
    Mato Grosso do Sul,L,Atividades imobiliárias,1313,,,,,,
    Mato Grosso do Sul,68,Atividades imobiliárias,1313,,,,,,
    Mato Grosso do Sul,M,"Atividades profissionais, científicas e técnicas",4601,17193,11150,11237.45,366383.947,2.513013,2507.98718022875
    Mato Grosso do Sul,69,"Atividades jurídicas, de contabilidade e de auditoria",1893,7717,5274,5208.07,125231.347,1.853371,1849.66418240568
    Mato Grosso do Sul,70,Atividades de sedes de empresas e de consultoria em gestão empresarial,393,979,394,391.61,19614.647,3.860582,3852.86126503409
    Mato Grosso do Sul,71,Serviços de arquitetura e engenharia; testes e análises técnicas,933,3135,1848,1908.53,42394.407,1.712126,1708.70158224876
    Mato Grosso do Sul,72,Pesquisa e desenvolvimento científico,36,640,624,652.3,110935.588,13.108398,13082.1811577967
    Mato Grosso do Sul,73,Publicidade e pesquisa de mercado,493,2337,1778,1833.16,36561.848,1.537283,1534.20860489747
    Mato Grosso do Sul,74,"Outras atividades profissionais, científicas e técnicas",641,1720,836,849.16,23910.76,2.170351,2166.01021099584
    Mato Grosso do Sul,75,Atividades veterinárias,212,665,396,394.62,7735.35,1.51087,1507.84786142852
    Mato Grosso do Sul,N,Atividades administrativas e serviços complementares,4382,42009,37482,37310.93,773778.945,1.598479,1595.28206098568
    Mato Grosso do Sul,77,Aluguéis não-imobiliários e gestão de ativos intangíveis não-financeiros,630,2959,2205,2160.55,58919.764,2.101952,2097.74804492446
    Mato Grosso do Sul,78,"Seleção, agenciamento e locação de mão-de-obra",69,,,,,,
    Mato Grosso do Sul,79,"Agências de viagens, operadores turísticos e serviços de reservas",362,,,,,,
    Mato Grosso do Sul,80,"Atividades de vigilância, segurança e investigação",180,5772,5575,5682.08,145983.852,1.980266,1976.30569737193
    Mato Grosso do Sul,81,Serviços para edifícios e atividades paisagísticas,1180,14555,13839,13955.48,227084.749,1.254207,1251.69880329337
    Mato Grosso do Sul,82,"Serviços de escritório, de apoio administrativo e outros serviços prestados às empresas",1961,15171,12826,12389.57,259196.72,1.612499,1609.27370609063
    Mato Grosso do Sul,O,"Administração pública, defesa e seguridade social",380,118251,118248,128154.75,7783238.697,4.681141,4671.7789937556
    Mato Grosso do Sul,84,"Administração pública, defesa e seguridade social",380,118251,118248,128154.75,7783238.697,4.681141,4671.7789937556
    Mato Grosso do Sul,P,Educação,2441,41684,39600,48526.01,2606655.917,4.140333,4132.05193700007
    Mato Grosso do Sul,85,Educação,2441,41684,39600,48526.01,2606655.917,4.140333,4132.05193700007
    Mato Grosso do Sul,Q,Saúde humana e serviços sociais,3967,51327,45748,45725.44,1894576.173,3.193598,3187.21107314238
    Mato Grosso do Sul,86,Atividades de atenção à saúde humana,3640,46197,40840,40748.85,1780506.765,3.367863,3361.12697281405
    Mato Grosso do Sul,87,"Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares",173,1537,1408,1401.58,31681.472,1.742262,1738.77788473887
    Mato Grosso do Sul,88,Serviços de assistência social sem alojamento,154,3593,3500,3575.01,82387.936,1.776284,1772.73169542506
    Mato Grosso do Sul,R,"Artes, cultura, esporte e recreação",987,3429,2403,2345.49,59158.557,1.944062,1940.17379343729
    Mato Grosso do Sul,90,"Atividades artísticas, criativas e de espetáculos",117,486,356,352.67,13779.316,3.011517,3005.49347723193
    Mato Grosso do Sul,91,Atividades ligadas ao patrimônio cultural e ambiental,12,,,,,,
    Mato Grosso do Sul,92,Atividades de exploração de jogos de azar e apostas,1,,,,,,
    Mato Grosso do Sul,93,Atividades esportivas e de recreação e lazer,857,2911,2030,1973.38,44906.625,1.753985,1750.47672989022
    Mato Grosso do Sul,S,Outras atividades de serviços,4225,13678,11043,10819.28,240686.977,1.714669,1711.23982798798
    Mato Grosso do Sul,94,Atividades de organizações associativas,2924,7765,6665,6390.44,149516.306,1.803366,1799.75937614504
    Mato Grosso do Sul,95,Reparação e manutenção de equipamentos de informática e comunicação e de objetos pessoais e domésticos,520,,,,,,
    Mato Grosso do Sul,96,Outras atividades de serviços pessoais,781,,,,,,
    Mato Grosso do Sul,U,Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Mato Grosso do Sul,99,Organismos internacionais e outras instituições extraterritoriais,-,-,-,-,-,-,-
    Mato Grosso,A,"Agricultura, pecuária, produção florestal, pesca e aquicultura",3859,44360,39411,41731.73,1571553.831,2.902612,2896.80672789672
    Mato Grosso,01,"Agricultura, pecuária e serviços relacionados",3306,41692,37390,39690.44,1524069.278,2.959681,2953.76161886067
    Mato Grosso,02,Produção florestal,511,2511,1924,1936.24,45220.423,1.80012,1796.52009922483
    Mato Grosso,03,Pesca e aquicultura,42,157,97,105.05,2264.13,1.661236,1657.91381393476
    Mato Grosso,B,Indústrias extrativas,448,4735,4163,4137.92,156040.562,2.906575,2900.76177254421
    Mato Grosso,05,Extração de carvão mineral,-,-,-,-,-,-,-
    Mato Grosso,06,Extração de petróleo e gás natural,-,-,-,-,-,-,-
    Mato Grosso,07,Extração de minerais metálicos,120,1851,1687,1595.66,65597.654,3.168648,3162.3111343365
    Mato Grosso,08,Extração de minerais não-metálicos,312,2508,2121,2180.43,74399.042,2.629973,2624.71312115924
    Mato Grosso,09,Atividades de apoio à extração de minerais,16,376,355,361.83,16043.866,3.417673,3410.83806887637
    Mato Grosso,C,Indústrias de transformação,7545,109014,99426,102845.62,2901121.211,2.174233,2169.8850187001
    Mato Grosso,10,Fabricação de produtos alimentícios,1359,50652,49026,51180.19,1366965.387,2.058646,2054.5289811426
    Mato Grosso,11,Fabricação de bebidas,85,3194,3084,3057.49,114454.064,2.885309,2879.53804239123
    Mato Grosso,12,Fabricação de produtos do fumo,-,-,-,-,-,-,-
    Mato Grosso,13,Fabricação de produtos têxteis,140,1944,1738,1767.27,44812.664,1.954447,1950.53840103663
    Mato Grosso,14,Confecção de artigos do vestuário e acessórios,257,1914,1591,1672.13,29200.558,1.346007,1343.31467603043
    Mato Grosso,15,"Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados",49,1466,1421,1588.22,41259.969,2.00237,1998.36532044098
    Mato Grosso,16,Fabricação de produtos de madeira,1161,11554,10044,10645.08,242155.946,1.753365,1749.85819378891
    Mato Grosso,17,"Fabricação de celulose, papel e produtos de papel",26,210,174,180.23,3404.632,1.456026,1453.11418315913
    Mato Grosso,18,Impressão e reprodução de gravações,326,1737,1320,1343.07,32217.54,1.848927,1845.22944276345
    Mato Grosso,19,"Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis",59,6863,6785,6802.32,338021.718,3.830131,3822.47095334895
    Mato Grosso,20,Fabricação de produtos químicos,199,2529,2324,2486.27,106609.284,3.30501,3298.40047695791
    Mato Grosso,21,Fabricação de produtos farmoquímicos e farmacêuticos,3,,,,,,
    Mato Grosso,22,Fabricação de produtos de borracha e de material plástico,193,3064,2808,2760.82,70511.854,1.968567,1964.62962787533
    Mato Grosso,23,Fabricação de produtos de minerais não-metálicos,780,7271,6183,6220.2,159272.307,1.973613,1969.66591477395
    Mato Grosso,24,Metalurgia,48,1032,979,1029.67,41823.372,3.130741,3124.47916472118
    Mato Grosso,25,"Fabricação de produtos de metal, exceto máquinas e equipamentos",924,5134,3962,4076.11,95490.499,1.805678,1802.06692164834
    Mato Grosso,26,"Fabricação de equipamentos de informática, produtos eletrônicos e ópticos",14,,,,,,
    Mato Grosso,27,"Fabricação de máquinas, aparelhos e materiais elétricos",28,642,594,581.71,17360.374,2.300269,2295.66860568906
    Mato Grosso,28,Fabricação de máquinas e equipamentos,165,1256,1038,1054.37,32171.077,2.351791,2347.08710487707
    Mato Grosso,29,"Fabricação de veículos automotores, reboques e carrocerias",151,826,615,636.65,17446.574,2.112202,2107.9779374007
    Mato Grosso,30,"Fabricação de outros equipamentos de transporte, exceto veículos automotores",20,85,62,62.1,1568.844,1.947217,1943.32218506132
    Mato Grosso,31,Fabricação de móveis,457,3025,2440,2590.18,65712.594,1.955441,1951.530365873
    Mato Grosso,32,Fabricação de produtos diversos,265,999,680,672.91,13528.261,1.54957,1546.47049611161
    Mato Grosso,33,"Manutenção, reparação e instalação de máquinas e equipamentos",836,3567,2523,2404.34,66397.964,2.128556,2124.2984321301
