codigo_cnae,atividade,natureza_juridica,total_empresas,pessoal_ocupado_total,pessoal_ocupado_assalariado,salario_outras_rem
39,Descontaminação e outros serviços de gestão de resíduos,Administração pública,4,,,
39,Descontaminação e outros serviços de gestão de resíduos,Entidades empresariais,129,1746,1569,40788.206
39,Descontaminação e outros serviços de gestão de resíduos,Entidades sem fins lucrativos,1,,,
39.0,Descontaminação e outros serviços de gestão de resíduos,Total,134,1756,1579,41208.238
39.0,Descontaminação e outros serviços de gestão de resíduos,Administração pública,4,,,
39.0,Descontaminação e outros serviços de gestão de resíduos,Entidades empresariais,129,1746,1569,40788.206
39.0,Descontaminação e outros serviços de gestão de resíduos,Entidades sem fins lucrativos,1,,,
F,Construção,Total,271425,2291212,1885276,55543927.983
F,Construção,Administração pública,16,5670,5670,299924.22
F,Construção,Entidades empresariais,271238,2284419,1878596,55213206.465
F,Construção,Entidades sem fins lucrativos,171,1123,1010,30797.298
41,Construção de edifícios,Total,147261,925979,687885,17806097.411
41,Construção de edifícios,Administração pública,2,,,
41,Construção de edifícios,Entidades empresariais,147147,924814,686789,17766546.111
41,Construção de edifícios,Entidades sem fins lucrativos,112,,,
41.1,Incorporação de empreendimentos imobiliários,Total,58993,159528,61816,1698073.199
41.1,Incorporação de empreendimentos imobiliários,Administração pública,,,,
41.1,Incorporação de empreendimentos imobiliários,Entidades empresariais,58966,159323,61625,1689739.255
41.1,Incorporação de empreendimentos imobiliários,Entidades sem fins lucrativos,27,205,191,8333.944
41.2,Construção de edifícios,Total,88268,766451,626069,16108024.212
41.2,Construção de edifícios,Administração pública,2,,,
41.2,Construção de edifícios,Entidades empresariais,88181,765491,625164,16076806.856
41.2,Construção de edifícios,Entidades sem fins lucrativos,85,,,
42,Obras de infraestrutura,Total,21990,634156,602756,21597209.433
42,Obras de infraestrutura,Administração pública,12,5396,5396,286115.753
42,Obras de infraestrutura,Entidades empresariais,21953,628677,597294,21308991.295
42,Obras de infraestrutura,Entidades sem fins lucrativos,25,83,66,2102.385
42.1,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais",Total,6693,209992,199907,7001476.267
42.1,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais",Administração pública,11,,,
42.1,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais",Entidades empresariais,6673,204580,194500,6715045.018
42.1,"Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais",Entidades sem fins lucrativos,9,,,
42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",Total,5237,268116,260797,9115983.744
42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",Administração pública,1,,,
42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",Entidades empresariais,5227,268072,260761,9114547.791
42.2,"Obras de infraestrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos",Entidades sem fins lucrativos,9,,,
42.9,Construção de outras obras de infraestrutura,Total,10060,156048,142052,5479749.422
42.9,Construção de outras obras de infraestrutura,Administração pública,,,,
42.9,Construção de outras obras de infraestrutura,Entidades empresariais,10053,156025,142033,5479398.486
42.9,Construção de outras obras de infraestrutura,Entidades sem fins lucrativos,7,23,19,350.936
43,Serviços especializados para construção,Total,102174,731077,594635,16140621.139
43,Serviços especializados para construção,Administração pública,2,,,
43,Serviços especializados para construção,Entidades empresariais,102138,730928,594513,16137669.059
43,Serviços especializados para construção,Entidades sem fins lucrativos,34,,,
43.1,Demolição e preparação do terreno,Total,12045,92880,76639,2210778.661
43.1,Demolição e preparação do terreno,Administração pública,,,,
43.1,Demolição e preparação do terreno,Entidades empresariais,12043,,,
43.1,Demolição e preparação do terreno,Entidades sem fins lucrativos,2,,,
43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",Total,39863,316442,262543,7505335.928
43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",Administração pública,,,,
43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",Entidades empresariais,39858,,,
43.2,"Instalações elétricas, hidráulicas e outras instalações em construções",Entidades sem fins lucrativos,5,,,
43.3,Obras de acabamento,Total,24730,128085,96138,2124037.852
43.3,Obras de acabamento,Administração pública,,,,
43.3,Obras de acabamento,Entidades empresariais,24729,,,
43.3,Obras de acabamento,Entidades sem fins lucrativos,1,,,
43.9,Outros serviços especializados para construção,Total,25536,193670,159315,4300468.698
43.9,Outros serviços especializados para construção,Administração pública,2,,,
43.9,Outros serviços especializados para construção,Entidades empresariais,25508,193547,159212,4298130.662
43.9,Outros serviços especializados para construção,Entidades sem fins lucrativos,26,,,
G,Comércio; reparação de veículos automotores e motocicletas,Total,1793803,11350122,8940597,230245421.376
G,Comércio; reparação de veículos automotores e motocicletas,Administração pública,2,,,
G,Comércio; reparação de veículos automotores e motocicletas,Entidades empresariais,1793537,11349278,8939981,230223032.662
G,Comércio; reparação de veículos automotores e motocicletas,Entidades sem fins lucrativos,264,,,
45,Comércio e reparação de veículos automotores e motocicletas,Total,235202,1244185,928481,25753206.357
45,Comércio e reparação de veículos automotores e motocicletas,Administração pública,1,,,
45,Comércio e reparação de veículos automotores e motocicletas,Entidades empresariais,235194,1244130,928440,25752384.142
45,Comércio e reparação de veículos automotores e motocicletas,Entidades sem fins lucrativos,7,,,
45.1,Comércio de veículos automotores,Total,32565,274204,231639,8988388.701
45.1,Comércio de veículos automotores,Administração pública,,,,
45.1,Comércio de veículos automotores,Entidades empresariais,32565,274204,231639,8988388.701
45.1,Comércio de veículos automotores,Entidades sem fins lucrativos,,,,
45.2,Manutenção e reparação de veículos automotores,Total,73229,296610,199789,4420757.735
45.2,Manutenção e reparação de veículos automotores,Administração pública,,,,
45.2,Manutenção e reparação de veículos automotores,Entidades empresariais,73223,,,
45.2,Manutenção e reparação de veículos automotores,Entidades sem fins lucrativos,6,,,
45.3,Comércio de peças e acessórios para veículos automotores,Total,109539,570953,419915,10530618.741
45.3,Comércio de peças e acessórios para veículos automotores,Administração pública,1,,,
45.3,Comércio de peças e acessórios para veículos automotores,Entidades empresariais,109537,,,
45.3,Comércio de peças e acessórios para veículos automotores,Entidades sem fins lucrativos,1,,,
45.4,"Comércio, manutenção e reparação de motocicletas, peças e acessórios",Total,19869,102418,77138,1813441.18
45.4,"Comércio, manutenção e reparação de motocicletas, peças e acessórios",Administração pública,,,,
45.4,"Comércio, manutenção e reparação de motocicletas, peças e acessórios",Entidades empresariais,19869,102418,77138,1813441.18
45.4,"Comércio, manutenção e reparação de motocicletas, peças e acessórios",Entidades sem fins lucrativos,,,,
46,"Comércio por atacado, exceto veículos automotores e motocicletas",Total,290884,1926264,1524894,59780600.707
46,"Comércio por atacado, exceto veículos automotores e motocicletas",Administração pública,,,,
46,"Comércio por atacado, exceto veículos automotores e motocicletas",Entidades empresariais,290779,1926039,1524747,59776123.289
46,"Comércio por atacado, exceto veículos automotores e motocicletas",Entidades sem fins lucrativos,105,225,147,4477.418
46.1,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",Total,119128,204390,40388,1143434.727
46.1,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",Administração pública,,,,
46.1,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",Entidades empresariais,119120,204375,40377,1143094.639
46.1,"Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas",Entidades sem fins lucrativos,8,15,11,340.088
46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,Total,9408,119416,105917,3993629.955
46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,Administração pública,,,,
46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,Entidades empresariais,9401,119396,105909,3993430.457
46.2,Comércio atacadista de matérias-primas agrícolas e animais vivos,Entidades sem fins lucrativos,7,20,8,199.498
46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",Total,42524,432331,374299,10592274.352
46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",Administração pública,,,,
46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",Entidades empresariais,42466,432247,374258,10591079.049
46.3,"Comércio atacadista especializado em produtos alimentícios, bebidas e fumo",Entidades sem fins lucrativos,58,84,41,1195.303
46.4,Comércio atacadista de produtos de consumo não-alimentar,Total,43944,415146,355488,16459201.737
46.4,Comércio atacadista de produtos de consumo não-alimentar,Administração pública,,,,
46.4,Comércio atacadista de produtos de consumo não-alimentar,Entidades empresariais,43933,415081,355427,16457032.804
46.4,Comércio atacadista de produtos de consumo não-alimentar,Entidades sem fins lucrativos,11,65,61,2168.933
46.5,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,Total,4112,39202,33546,2727016.398
46.5,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,Administração pública,,,,
46.5,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,Entidades empresariais,4112,39202,33546,2727016.398
46.5,Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação,Entidades sem fins lucrativos,,,,
46.6,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",Total,18824,167219,140363,7071322.717
46.6,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",Administração pública,,,,
46.6,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",Entidades empresariais,18824,167219,140363,7071322.717
46.6,"Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação",Entidades sem fins lucrativos,,,,
46.7,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção",Total,15623,133668,111823,3282925.795
46.7,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção",Administração pública,,,,
46.7,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção",Entidades empresariais,15623,133668,111823,3282925.795
46.7,"Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção",Entidades sem fins lucrativos,,,,
46.8,Comércio atacadista especializado em outros produtos,Total,28979,247440,207274,9341721.119
46.8,Comércio atacadista especializado em outros produtos,Administração pública,,,,
46.8,Comércio atacadista especializado em outros produtos,Entidades empresariais,28965,247409,207255,9341312.65
46.8,Comércio atacadista especializado em outros produtos,Entidades sem fins lucrativos,14,31,19,408.469
46.9,Comércio atacadista não-especializado,Total,8342,167452,155796,5169073.907
46.9,Comércio atacadista não-especializado,Administração pública,,,,
46.9,Comércio atacadista não-especializado,Entidades empresariais,8335,167442,155789,5168908.78
46.9,Comércio atacadista não-especializado,Entidades sem fins lucrativos,7,10,7,165.127
47,Comércio varejista,Total,1267717,8179673,6487222,144711614.312
47,Comércio varejista,Administração pública,1,,,
47,Comércio varejista,Entidades empresariais,1267564,8179109,6486794,144694525.231
47,Comércio varejista,Entidades sem fins lucrativos,152,,,
47.1,Comércio varejista não-especializado,Total,173001,2158919,1948602,43111779.707
47.1,Comércio varejista não-especializado,Administração pública,,,,
47.1,Comércio varejista não-especializado,Entidades empresariais,172984,2158828,1948524,43108450.264
47.1,Comércio varejista não-especializado,Entidades sem fins lucrativos,17,91,78,3329.443
47.2,"Comércio varejista de produtos alimentícios, bebidas e fumo",Total,166045,848223,634937,11926837.678
47.2,"Comércio varejista de produtos alimentícios, bebidas e fumo",Administração pública,,,,
47.2,"Comércio varejista de produtos alimentícios, bebidas e fumo",Entidades empresariais,165996,848180,634929,11926686.359
47.2,"Comércio varejista de produtos alimentícios, bebidas e fumo",Entidades sem fins lucrativos,49,43,8,151.319
47.3,Comércio varejista de combustíveis para veículos automotores,Total,42597,433176,364644,8449481.303
47.3,Comércio varejista de combustíveis para veículos automotores,Administração pública,,,,
47.3,Comércio varejista de combustíveis para veículos automotores,Entidades empresariais,42594,433174,364643,8449462.994
47.3,Comércio varejista de combustíveis para veículos automotores,Entidades sem fins lucrativos,3,2,1,18.309
47.4,Comércio varejista de material de construção,Total,170368,924448,691737,15588580.832
47.4,Comércio varejista de material de construção,Administração pública,,,,
47.4,Comércio varejista de material de construção,Entidades empresariais,170365,924444,691736,15588551.579
47.4,Comércio varejista de material de construção,Entidades sem fins lucrativos,3,4,1,29.253
47.5,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,Total,175797,958393,721646,17213469.594
47.5,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,Administração pública,,,,
47.5,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,Entidades empresariais,175794,958390,721645,17213367.403
47.5,Comércio varejista de equipamentos de informática e comunicação; equipamentos e artigos de uso doméstico,Entidades sem fins lucrativos,3,3,1,102.191
47.6,"Comércio varejista de artigos culturais, recreativos e esportivos",Total,57679,256044,179266,3881028.267
47.6,"Comércio varejista de artigos culturais, recreativos e esportivos",Administração pública,,,,
47.6,"Comércio varejista de artigos culturais, recreativos e esportivos",Entidades empresariais,57654,255872,179117,3875318.984
47.6,"Comércio varejista de artigos culturais, recreativos e esportivos",Entidades sem fins lucrativos,25,172,149,5709.283
47.7,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",Total,130151,878880,692040,17247336.39
47.7,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",Administração pública,,,,
47.7,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",Entidades empresariais,130130,878731,691908,17241566.952
47.7,"Comércio varejista de produtos farmacêuticos, perfumaria e cosméticos e artigos médicos, ópticos e ortopédicos",Entidades sem fins lucrativos,21,149,132,5769.438
47.8,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,Total,352079,1721590,1254350,27293100.541
47.8,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,Administração pública,1,,,
47.8,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,Entidades empresariais,352047,1721490,1254292,27291120.696
47.8,Comércio varejista de produtos novos não especificados anteriormente e de produtos usados,Entidades sem fins lucrativos,31,,,
47.9,Comércio ambulante e outros tipos de comércio varejista,Total,,,,
47.9,Comércio ambulante e outros tipos de comércio varejista,Administração pública,,,,
47.9,Comércio ambulante e outros tipos de comércio varejista,Entidades empresariais,,,,
47.9,Comércio ambulante e outros tipos de comércio varejista,Entidades sem fins lucrativos,,,,
H,"Transporte, armazenagem e correio",Total,225363,2641478,2336904,86889053.033
H,"Transporte, armazenagem e correio",Administração pública,8,818,818,34573.036
H,"Transporte, armazenagem e correio",Entidades empresariais,224929,2638693,2334449,86819760.458
H,"Transporte, armazenagem e correio",Entidades sem fins lucrativos,426,1967,1637,34719.539
49,Transporte terrestre,Total,181633,1872420,1630733,53782776.541
49,Transporte terrestre,Administração pública,1,,,
49,Transporte terrestre,Entidades empresariais,181427,1872017,1630513,53778328.393
49,Transporte terrestre,Entidades sem fins lucrativos,205,,,
49.1,Transporte ferroviário e metroferroviário,Total,59,58196,58135,4387032.726
49.1,Transporte ferroviário e metroferroviário,Administração pública,,,,
49.1,Transporte ferroviário e metroferroviário,Entidades empresariais,59,58196,58135,4387032.726
49.1,Transporte ferroviário e metroferroviário,Entidades sem fins lucrativos,,,,
49.2,Transporte rodoviário de passageiros,Total,41643,712529,656311,19889021.443
49.2,Transporte rodoviário de passageiros,Administração pública,1,,,
49.2,Transporte rodoviário de passageiros,Entidades empresariais,41453,712144,656099,19884724.913
49.2,Transporte rodoviário de passageiros,Entidades sem fins lucrativos,189,,,
49.3,Transporte rodoviário de carga,Total,139885,1093527,908180,27655674.403
49.3,Transporte rodoviário de carga,Administração pública,,,,
49.3,Transporte rodoviário de carga,Entidades empresariais,139870,,,
49.3,Transporte rodoviário de carga,Entidades sem fins lucrativos,15,,,
49.4,Transporte dutoviário,Total,13,7563,7546,1826120.149
49.4,Transporte dutoviário,Administração pública,,,,
49.4,Transporte dutoviário,Entidades empresariais,12,,,
49.4,Transporte dutoviário,Entidades sem fins lucrativos,1,,,
49.5,"Trens turísticos, teleféricos e similares",Total,33,605,561,24927.82
49.5,"Trens turísticos, teleféricos e similares",Administração pública,,,,
49.5,"Trens turísticos, teleféricos e similares",Entidades empresariais,33,605,561,24927.82
49.5,"Trens turísticos, teleféricos e similares",Entidades sem fins lucrativos,,,,
50,Transporte aquaviário,Total,1697,41562,39270,3298385.279
50,Transporte aquaviário,Administração pública,,,,
50,Transporte aquaviário,Entidades empresariais,1693,41527,39235,3297172.44
50,Transporte aquaviário,Entidades sem fins lucrativos,4,35,35,1212.839
50.1,Transporte marítimo de cabotagem e longo curso,Total,146,4722,4548,474977.356
50.1,Transporte marítimo de cabotagem e longo curso,Administração pública,,,,
50.1,Transporte marítimo de cabotagem e longo curso,Entidades empresariais,146,4722,4548,474977.356
50.1,Transporte marítimo de cabotagem e longo curso,Entidades sem fins lucrativos,,,,
50.2,Transporte por navegação interior,Total,669,13315,12376,427731.202
50.2,Transporte por navegação interior,Administração pública,,,,
50.2,Transporte por navegação interior,Entidades empresariais,668,,,
50.2,Transporte por navegação interior,Entidades sem fins lucrativos,1,,,
50.3,Navegação de apoio,Total,366,17974,17458,2253515.313
50.3,Navegação de apoio,Administração pública,,,,
50.3,Navegação de apoio,Entidades empresariais,366,17974,17458,2253515.313
50.3,Navegação de apoio,Entidades sem fins lucrativos,,,,
50.9,Outros transportes aquaviários,Total,516,5551,4888,142161.408
50.9,Outros transportes aquaviários,Administração pública,,,,
50.9,Outros transportes aquaviários,Entidades empresariais,513,,,
50.9,Outros transportes aquaviários,Entidades sem fins lucrativos,3,,,
51,Transporte aéreo,Total,575,62954,62307,5610808.892
51,Transporte aéreo,Administração pública,,,,
51,Transporte aéreo,Entidades empresariais,470,62381,61794,5596923.218
51,Transporte aéreo,Entidades sem fins lucrativos,105,573,513,13885.674
51.1,Transporte aéreo de passageiros,Total,507,61126,60557,5464624.182
51.1,Transporte aéreo de passageiros,Administração pública,,,,
51.1,Transporte aéreo de passageiros,Entidades empresariais,402,60553,60044,5450738.508
51.1,Transporte aéreo de passageiros,Entidades sem fins lucrativos,105,573,513,13885.674
51.2,Transporte aéreo de carga,Total,68,1828,1750,146184.71
51.2,Transporte aéreo de carga,Administração pública,,,,
51.2,Transporte aéreo de carga,Entidades empresariais,68,1828,1750,146184.71
51.2,Transporte aéreo de carga,Entidades sem fins lucrativos,,,,
51.3,Transporte espacial,Total,,,,
51.3,Transporte espacial,Administração pública,,,,
51.3,Transporte espacial,Entidades empresariais,,,,
51.3,Transporte espacial,Entidades sem fins lucrativos,,,,
52,Armazenamento e atividades auxiliares dos transportes,Total,33328,491806,442563,17086727.533
52,Armazenamento e atividades auxiliares dos transportes,Administração pública,7,,,
52,Armazenamento e atividades auxiliares dos transportes,Entidades empresariais,33209,490032,440876,17036981.619
52,Armazenamento e atividades auxiliares dos transportes,Entidades sem fins lucrativos,112,,,
52.1,"Armazenamento, carga e descarga",Total,6515,132943,123642,3761768.614
52.1,"Armazenamento, carga e descarga",Administração pública,,,,
52.1,"Armazenamento, carga e descarga",Entidades empresariais,6501,132738,123446,3759605.558
52.1,"Armazenamento, carga e descarga",Entidades sem fins lucrativos,14,205,196,2163.056
52.2,Atividades auxiliares dos transportes terrestres,Total,19074,175060,146712,4677499.454
52.2,Atividades auxiliares dos transportes terrestres,Administração pública,4,497,497,22936.177
52.2,Atividades auxiliares dos transportes terrestres,Entidades empresariais,18981,173856,145578,4643255.052
52.2,Atividades auxiliares dos transportes terrestres,Entidades sem fins lucrativos,89,707,637,11308.225
52.3,Atividades auxiliares dos transportes aquaviários,Total,1542,47191,44725,3134166.739
52.3,Atividades auxiliares dos transportes aquaviários,Administração pública,2,,,
52.3,Atividades auxiliares dos transportes aquaviários,Entidades empresariais,1540,,,
52.3,Atividades auxiliares dos transportes aquaviários,Entidades sem fins lucrativos,,,,
52.4,Atividades auxiliares dos transportes aéreos,Total,1313,45073,43395,2248629.062
52.4,Atividades auxiliares dos transportes aéreos,Administração pública,,,,
52.4,Atividades auxiliares dos transportes aéreos,Entidades empresariais,1310,,,
52.4,Atividades auxiliares dos transportes aéreos,Entidades sem fins lucrativos,3,,,
52.5,Atividades relacionadas à organização do transporte de carga,Total,4884,91539,84089,3264663.664
52.5,Atividades relacionadas à organização do transporte de carga,Administração pública,1,,,
52.5,Atividades relacionadas à organização do transporte de carga,Entidades empresariais,4877,91507,84059,3262888.287
52.5,Atividades relacionadas à organização do transporte de carga,Entidades sem fins lucrativos,6,,,
53,Correio e outras atividades de entrega,Total,8130,172736,162031,7110354.788
53,Correio e outras atividades de entrega,Administração pública,,,,
53,Correio e outras atividades de entrega,Entidades empresariais,8130,172736,162031,7110354.788
53,Correio e outras atividades de entrega,Entidades sem fins lucrativos,,,,
53.1,Atividades de correio,Total,989,112349,110643,6058387.51
53.1,Atividades de correio,Administração pública,,,,
53.1,Atividades de correio,Entidades empresariais,989,112349,110643,6058387.51
53.1,Atividades de correio,Entidades sem fins lucrativos,,,,
53.2,Atividades de malote e de entrega,Total,7141,60387,51388,1051967.278
53.2,Atividades de malote e de entrega,Administração pública,,,,
53.2,Atividades de malote e de entrega,Entidades empresariais,7141,60387,51388,1051967.278
53.2,Atividades de malote e de entrega,Entidades sem fins lucrativos,,,,
I,Alojamento e alimentação,Total,290608,2308530,1919705,38590122.611
I,Alojamento e alimentação,Administração pública,1,,,
I,Alojamento e alimentação,Entidades empresariais,290549,2307179,1918406,38556482.787
I,Alojamento e alimentação,Entidades sem fins lucrativos,58,,,
55,Alojamento,Total,35270,388865,337813,7535957.989
55,Alojamento,Administração pública,,,,
55,Alojamento,Entidades empresariais,35241,387832,336804,7510907.573
55,Alojamento,Entidades sem fins lucrativos,29,1033,1009,25050.416
55.1,Hotéis e similares,Total,30977,367295,322163,7264731.948
55.1,Hotéis e similares,Administração pública,,,,
55.1,Hotéis e similares,Entidades empresariais,30969,366416,321294,7242861.186
55.1,Hotéis e similares,Entidades sem fins lucrativos,8,879,869,21870.762
55.9,Outros tipos de alojamento não especificados anteriormente,Total,4293,21570,15650,271226.041
55.9,Outros tipos de alojamento não especificados anteriormente,Administração pública,,,,
55.9,Outros tipos de alojamento não especificados anteriormente,Entidades empresariais,4272,21416,15510,268046.387
55.9,Outros tipos de alojamento não especificados anteriormente,Entidades sem fins lucrativos,21,154,140,3179.654
56,Alimentação,Total,255338,1919665,1581892,31054164.622
56,Alimentação,Administração pública,1,,,
56,Alimentação,Entidades empresariais,255308,1919347,1581602,31045575.214
56,Alimentação,Entidades sem fins lucrativos,29,,,
56.1,Restaurantes e outros serviços de alimentação e bebidas,Total,231716,1601721,1294361,24940779.374
56.1,Restaurantes e outros serviços de alimentação e bebidas,Administração pública,,,,
56.1,Restaurantes e outros serviços de alimentação e bebidas,Entidades empresariais,231694,1601414,1294079,24932457.929
56.1,Restaurantes e outros serviços de alimentação e bebidas,Entidades sem fins lucrativos,22,307,282,8321.445
56.2,"Serviços de catering, bufê e outros serviços de comida preparada",Total,23622,317944,287531,6113385.248
56.2,"Serviços de catering, bufê e outros serviços de comida preparada",Administração pública,1,,,
56.2,"Serviços de catering, bufê e outros serviços de comida preparada",Entidades empresariais,23614,317933,287523,6113117.285
56.2,"Serviços de catering, bufê e outros serviços de comida preparada",Entidades sem fins lucrativos,7,,,
J,Informação e comunicação,Total,158440,1185362,955922,60037482.469
J,Informação e comunicação,Administração pública,24,2953,2953,166322.364
J,Informação e comunicação,Entidades empresariais,156964,1170106,941626,59224784.092
J,Informação e comunicação,Entidades sem fins lucrativos,1452,12303,11343,646376.013
58,Edição e edição integrada à impressão,Total,12789,84615,66282,3215159.101
58,Edição e edição integrada à impressão,Administração pública,2,,,
58,Edição e edição integrada à impressão,Entidades empresariais,12721,82425,64126,3071927.069
58,Edição e edição integrada à impressão,Entidades sem fins lucrativos,66,,,
58.1,"Edição de livros, jornais, revistas e outras atividades de edição",Total,7792,30673,19717,900907.849
58.1,"Edição de livros, jornais, revistas e outras atividades de edição",Administração pública,,,,
58.1,"Edição de livros, jornais, revistas e outras atividades de edição",Entidades empresariais,7739,30046,19120,845164.566
58.1,"Edição de livros, jornais, revistas e outras atividades de edição",Entidades sem fins lucrativos,53,627,597,55743.283
58.2,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",Total,4997,53942,46565,2314251.252
58.2,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",Administração pública,2,,,
58.2,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",Entidades empresariais,4982,52379,45006,2226762.503
58.2,"Edição integrada à impressão de livros, jornais, revistas e outras publicações",Entidades sem fins lucrativos,13,,,
59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",Total,17386,53813,29083,1039420.387
59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",Administração pública,2,,,
59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",Entidades empresariais,17325,53131,28453,1012463.196
59,"Atividades cinematográficas, produção de vídeos e de programas de televisão; gravação de som e edição de música",Entidades sem fins lucrativos,59,,,
59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",Total,15333,48991,27100,924520.375
59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",Administração pública,2,,,
59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",Entidades empresariais,15295,48368,26516,899232.955
59.1,"Atividades cinematográficas, produção de vídeos e de programas de televisão",Entidades sem fins lucrativos,36,,,
59.2,Atividades de gravação de som e de edição de música,Total,2053,4822,1983,114900.012
59.2,Atividades de gravação de som e de edição de música,Administração pública,,,,
59.2,Atividades de gravação de som e de edição de música,Entidades empresariais,2030,4763,1937,113230.241
59.2,Atividades de gravação de som e de edição de música,Entidades sem fins lucrativos,23,59,46,1669.771
60,Atividades de rádio e de televisão,Total,5806,93222,85107,6424976.576
60,Atividades de rádio e de televisão,Administração pública,15,2433,2433,124093.201
60,Atividades de rádio e de televisão,Entidades empresariais,4575,84209,76877,6044774.61
60,Atividades de rádio e de televisão,Entidades sem fins lucrativos,1216,6580,5797,256108.765
60.1,Atividades de rádio,Total,4673,36790,29936,914433.568
60.1,Atividades de rádio,Administração pública,6,745,745,27895.679
60.1,Atividades de rádio,Entidades empresariais,3572,31996,25844,787712.984
60.1,Atividades de rádio,Entidades sem fins lucrativos,1095,4049,3347,98824.905
60.2,Atividades de televisão,Total,1133,56432,55171,5510543.008
60.2,Atividades de televisão,Administração pública,9,1688,1688,96197.522
60.2,Atividades de televisão,Entidades empresariais,1003,52213,51033,5257061.626
60.2,Atividades de televisão,Entidades sem fins lucrativos,121,2531,2450,157283.86
61,Telecomunicações,Total,15714,250974,229458,10973381.334
61,Telecomunicações,Administração pública,1,,,
61,Telecomunicações,Entidades empresariais,15698,250896,229395,10971392.599
61,Telecomunicações,Entidades sem fins lucrativos,15,,,
61.1,Telecomunicações por fio,Total,7207,74514,64813,2371031.242
61.1,Telecomunicações por fio,Administração pública,,,,
61.1,Telecomunicações por fio,Entidades empresariais,7204,,,
61.1,Telecomunicações por fio,Entidades sem fins lucrativos,3,,,
61.2,Telecomunicações sem fio,Total,398,78187,77654,5412789.365
61.2,Telecomunicações sem fio,Administração pública,,,,
61.2,Telecomunicações sem fio,Entidades empresariais,397,,,
61.2,Telecomunicações sem fio,Entidades sem fins lucrativos,1,,,
61.3,Telecomunicações por satélite,Total,147,2167,1982,257124.302
61.3,Telecomunicações por satélite,Administração pública,1,,,
61.3,Telecomunicações por satélite,Entidades empresariais,143,2130,1949,255994.044
61.3,Telecomunicações por satélite,Entidades sem fins lucrativos,3,,,
61.4,Operadoras de televisão por assinatura,Total,227,5267,4975,330442.652
